review,rating,date,bank_name,source,sentiment_score,sentiment_label
Good 👍,5,2024-06-07,Bank of Abyssinia,Google Play,0.4404,positive
The best app,5,2024-06-06,Bank of Abyssinia,Google Play,0.6369,positive
አይሰራም አፑ ለምንድነው,1,2024-06-06,Bank of Abyssinia,Google Play,0.0,neutral
Awful,1,2024-06-06,Bank of Abyssinia,Google Play,-0.4588,negative
Developer option to be off really,1,2024-06-06,Bank of Abyssinia,Google Play,0.0,neutral
Good app boa,5,2024-06-06,Bank of Abyssinia,Google Play,0.4404,positive
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,Bank of Abyssinia,Google Play,-0.7351,negative
"Worest app, it cannot be downloaded",2,2024-06-05,Bank of Abyssinia,Google Play,0.0,neutral
😭😭😭😭😭😭😭,1,2024-06-05,Bank of Abyssinia,Google Play,-0.967,negative
slow only some times the wey it is veary nice app,5,2024-06-05,Bank of Abyssinia,Google Play,0.4215,positive
ok yes,5,2024-06-04,Bank of Abyssinia,Google Play,0.5994,positive
The worst mobile banking app,1,2024-06-04,Bank of Abyssinia,Google Play,-0.6249,negative
It's nice apps,1,2024-06-04,Bank of Abyssinia,Google Play,0.4215,positive
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,Bank of Abyssinia,Google Play,-0.3382,negative
Excited by your service,5,2024-06-02,Bank of Abyssinia,Google Play,0.34,positive
Kerfafa new,1,2024-06-01,Bank of Abyssinia,Google Play,0.0,neutral
ABDU MUDESR,2,2024-06-01,Bank of Abyssinia,Google Play,0.0,neutral
Ok,5,2024-05-31,Bank of Abyssinia,Google Play,0.296,positive
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,Bank of Abyssinia,Google Play,-0.5673,negative
Excellent,5,2024-05-31,Bank of Abyssinia,Google Play,0.5719,positive
It is Good to save time 👌👌,3,2024-05-31,Bank of Abyssinia,Google Play,0.9543,positive
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-30,Bank of Abyssinia,Google Play,-0.5006,negative
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,Bank of Abyssinia,Google Play,0.0,neutral
Ayseram,1,2024-05-28,Bank of Abyssinia,Google Play,0.0,neutral
Worst banking app ever,1,2024-05-28,Bank of Abyssinia,Google Play,-0.6249,negative
not bad,1,2024-05-26,Bank of Abyssinia,Google Play,0.431,positive
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26,Bank of Abyssinia,Google Play,-0.8844,negative
Nice,5,2024-05-25,Bank of Abyssinia,Google Play,0.4215,positive
How disappointing!,1,2024-05-25,Bank of Abyssinia,Google Play,-0.5411,negative
Sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...,1,2024-05-24,Bank of Abyssinia,Google Play,-0.1943,negative
Good,5,2024-05-24,Bank of Abyssinia,Google Play,0.4404,positive
Very Very nice 👌 👍,5,2024-05-23,Bank of Abyssinia,Google Play,0.8836,positive
🥰🥰🥰🥰🥰,5,2024-05-23,Bank of Abyssinia,Google Play,0.9895,positive
Cool,4,2024-05-22,Bank of Abyssinia,Google Play,0.3182,positive
What is that disable developer option I have never seen any app commands.,3,2024-05-22,Bank of Abyssinia,Google Play,0.0,neutral
Please fix the app i doesn't belongs to Abbssinya Bank Name,1,2024-05-22,Bank of Abyssinia,Google Play,0.3182,positive
All,5,2024-05-21,Bank of Abyssinia,Google Play,0.0,neutral
Very poor,1,2024-05-21,Bank of Abyssinia,Google Play,-0.5256,negative
Excellent,5,2024-05-21,Bank of Abyssinia,Google Play,0.5719,positive
"Playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks In the country and can't manage to have good mobile application in the Era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. DON'T USE THIS APP, IT'S WASTE OF TIME.",1,2024-05-21,Bank of Abyssinia,Google Play,-0.5473,negative
It's good when i've downloaded at first. But now it doesn't work well,2,2024-05-20,Bank of Abyssinia,Google Play,-0.0698,negative
It's just terrible. It kept crashing in middle of transaction. Hell sometimes it won't open. My phone is stock Android (pixel 8) and I don't even know how this happens. Fix it!,1,2024-05-20,Bank of Abyssinia,Google Play,-0.7263,negative
ደስታው ንጋቴ,5,2024-05-20,Bank of Abyssinia,Google Play,0.0,neutral
Best,5,2024-05-20,Bank of Abyssinia,Google Play,0.6369,positive
Good but not working top up,5,2024-05-20,Bank of Abyssinia,Google Play,0.016,neutral
በጣም ቀፋፊ አፕ ነው ። ሰርቶ አያውቅም ። በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም ?,1,2024-05-20,Bank of Abyssinia,Google Play,0.0,neutral
It is good,5,2024-05-19,Bank of Abyssinia,Google Play,0.4404,positive
Great app..,3,2024-05-18,Bank of Abyssinia,Google Play,0.6249,positive
This app is the most worst app I used in Ethiopia and belive me I know I live in Ethiopia. Being the fincial app It doesn't work when you want it. It makes you wait for cash out code and immediately debit the amount before sending the code I have got to say abysinia bank I didn't expect this from you and I use CBE mobile banking,1,2024-05-18,Bank of Abyssinia,Google Play,-0.624,negative
Best,5,2024-05-18,Bank of Abyssinia,Google Play,0.6369,positive
Very good,5,2024-05-18,Bank of Abyssinia,Google Play,0.4927,positive
BOA,5,2024-05-18,Bank of Abyssinia,Google Play,0.0,neutral
Poor mobile banking alwayes not working alwayes,1,2024-05-18,Bank of Abyssinia,Google Play,-0.4767,negative
"Absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17,Bank of Abyssinia,Google Play,-0.6983,negative
Fails occasionally.,4,2024-05-17,Bank of Abyssinia,Google Play,-0.4215,negative
Worst app ever,1,2024-05-16,Bank of Abyssinia,Google Play,-0.6249,negative
Easy and cool app,5,2024-05-16,Bank of Abyssinia,Google Play,0.6369,positive
open,5,2024-05-16,Bank of Abyssinia,Google Play,0.0,neutral
App is so bad network,1,2024-05-16,Bank of Abyssinia,Google Play,-0.6696,negative
It's not working for 3days. Come on as a big bank in Ethiopia this is unprofessionallism from boa,1,2024-05-15,Bank of Abyssinia,Google Play,0.0,neutral
"Be careful of using this app to transfer large sums of money. Recently I can't top up my mobile card, can't pay tickets, can't transfer money to Telebirr. The *815# works but what's the use of an app if we're using USSD. It will refund your mobile top up days after failing to top up but I wouldn't want to risk that. I'm a big fan of BoA but I wouldn't recommend this app. 👎",1,2024-05-15,Bank of Abyssinia,Google Play,0.0708,positive
Nice 🤙,5,2024-05-15,Bank of Abyssinia,Google Play,0.7184,positive
"The worst mobile banking app, doesn't even work for a week properly.",1,2024-05-15,Bank of Abyssinia,Google Play,-0.6249,negative
Secretary,5,2024-05-14,Bank of Abyssinia,Google Play,0.0,neutral
77867748 I can't update my mobile banking,1,2024-05-14,Bank of Abyssinia,Google Play,0.0,neutral
Hate how we're expected to disable 'Developer Options' everytime we open the app. An unnecessary point of friction that's been put in place in the guise of security.,2,2024-05-14,Bank of Abyssinia,Google Play,-0.3182,negative
Exilent service,5,2024-05-13,Bank of Abyssinia,Google Play,0.0,neutral
Build a new app,1,2024-05-13,Bank of Abyssinia,Google Play,0.0,neutral
Exceptional service,5,2024-05-13,Bank of Abyssinia,Google Play,0.0,neutral
I don't get why this app is developed it is not functional at all !!,1,2024-05-12,Bank of Abyssinia,Google Play,0.0,neutral
Good application,5,2024-05-12,Bank of Abyssinia,Google Play,0.4404,positive
good good,3,2024-05-12,Bank of Abyssinia,Google Play,0.7003,positive
This app is trash,1,2024-05-12,Bank of Abyssinia,Google Play,0.0,neutral
It's improved now,3,2024-05-12,Bank of Abyssinia,Google Play,0.4767,positive
It is really make my life so much easy!,5,2024-05-12,Bank of Abyssinia,Google Play,0.5378,positive
Good appp,1,2024-05-11,Bank of Abyssinia,Google Play,0.4404,positive
My advice for whoever reading is go look for other bank(awash bank is a great example). This bank won't even allow you to access your money when you want. It has bad servers which don't work(respond) on time.,1,2024-05-11,Bank of Abyssinia,Google Play,0.0603,positive
Good,5,2024-05-11,Bank of Abyssinia,Google Play,0.4404,positive
Am not satisfay,2,2024-05-11,Bank of Abyssinia,Google Play,0.0,neutral
Preventing login because I have developer options on is not security. Moved all my money somewhere else because I just didn't wanna deal with it,1,2024-05-11,Bank of Abyssinia,Google Play,-0.2815,negative
The app has bugs. Signing in is still a challenge. Transfer to another bank is impossible. The app is slow and bland.,3,2024-05-11,Bank of Abyssinia,Google Play,0.0772,positive
Why do u force me to Turn OFF developers option just to use your app its not fair and am not using ur app anymore,1,2024-05-10,Bank of Abyssinia,Google Play,-0.2411,negative
"Very poor app. It crashes every time, doesn't load properly, and you can't even buy airtime. The programming is subpar. Please take lessons from other online banking apps. I would give it a zero if I could!!",1,2024-05-10,Bank of Abyssinia,Google Play,-0.3973,negative
GOOD HARMONY BANK,5,2024-05-10,Bank of Abyssinia,Google Play,0.6808,positive
This app is very simpl for useing,4,2024-05-10,Bank of Abyssinia,Google Play,0.0,neutral
Very laggy un able to make transactions Fix it,1,2024-05-10,Bank of Abyssinia,Google Play,0.0,neutral
After recent update the app keeps asking to disable developers options and won't let you use it unless you do.,2,2024-05-10,Bank of Abyssinia,Google Play,0.0,neutral
Wow amazing,5,2024-05-10,Bank of Abyssinia,Google Play,0.8225,positive
Ethiopia,5,2024-05-09,Bank of Abyssinia,Google Play,0.0,neutral
Great UI UX Design !!!,5,2024-05-09,Bank of Abyssinia,Google Play,0.7163,positive
Rubbish!,1,2024-05-09,Bank of Abyssinia,Google Play,0.0,neutral
App is any updates why?,5,2024-05-09,Bank of Abyssinia,Google Play,0.0,neutral
Good,4,2024-05-09,Bank of Abyssinia,Google Play,0.4404,positive
"I am an app developer, I need to keep developer options on... WHY ARE YOU ASKING ME TO TURN DEVELOPER OPTIONS OFF... why is it that Abyssinia is the only damned bank in Ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at CBE... this is simply terrible, borderline unusable!",1,2024-05-09,Bank of Abyssinia,Google Play,-0.6904,negative
UGH 🤮🤮🤮 they are super calculative when it CM 2 Mobile-banking or any online stuff. If ur degital!! better chose other bank.,1,2024-05-09,Bank of Abyssinia,Google Play,0.5928,positive
Slow every time,2,2024-05-08,Bank of Abyssinia,Google Play,0.0,neutral
It takes a very long time to log in please fix,1,2024-05-08,Bank of Abyssinia,Google Play,0.3182,positive
It's not functional at all,1,2024-05-08,Bank of Abyssinia,Google Play,0.0,neutral
What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. 👉PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,2,2024-05-08,Bank of Abyssinia,Google Play,-0.5569,negative
Eri,5,2024-05-08,Bank of Abyssinia,Google Play,0.0,neutral
Disgrace app,1,2024-05-08,Bank of Abyssinia,Google Play,-0.4939,negative
It doesn't work 😔,1,2024-05-07,Bank of Abyssinia,Google Play,-0.0572,negative
It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07,Bank of Abyssinia,Google Play,-0.2001,negative
After two weeks it require update why?,5,2024-05-07,Bank of Abyssinia,Google Play,0.0,neutral
Good,3,2024-05-07,Bank of Abyssinia,Google Play,0.4404,positive
Excellence,5,2024-05-07,Bank of Abyssinia,Google Play,0.6249,positive
It keeps crashing and hasn't been fixed,1,2024-05-07,Bank of Abyssinia,Google Play,0.0,neutral
"The application is full of bug, so annoying.",1,2024-05-07,Bank of Abyssinia,Google Play,-0.541,negative
"Why is the app asking me to remove developer options? Why does it matter what I do with my phone , this is unacceptable! Fix this",3,2024-05-06,Bank of Abyssinia,Google Play,-0.4926,negative
Worst application relative to other Ethiopia mobile banking app,1,2024-05-06,Bank of Abyssinia,Google Play,-0.6249,negative
Good,5,2024-05-06,Bank of Abyssinia,Google Play,0.4404,positive
"Lag,...",1,2024-05-06,Bank of Abyssinia,Google Play,-0.34,negative
"""I am extremely disappointed with the poor service I have received. It is unacceptable that I cannot make transactions of 30,000 Birr and sometimes my money gets stuck in the air. As a result of your incompetence, I have been forced to change my bank account. This level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-06,Bank of Abyssinia,Google Play,-0.9642,negative
አረ wuyyyyyyyyyy,1,2024-05-05,Bank of Abyssinia,Google Play,0.0,neutral
Great app,5,2024-05-05,Bank of Abyssinia,Google Play,0.6249,positive
"Doesn't work properly, keeps closing won't activate any account, I wouldn't recommend downloading",1,2024-05-05,Bank of Abyssinia,Google Play,-0.2755,negative
Pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05,Bank of Abyssinia,Google Play,0.7269,positive
Best,5,2024-05-05,Bank of Abyssinia,Google Play,0.6369,positive
አሁን update የተደረገው App ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን😏😏),1,2024-05-05,Bank of Abyssinia,Google Play,0.0,neutral
Dont even try,1,2024-05-05,Bank of Abyssinia,Google Play,0.0,neutral
"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",1,2024-05-04,Bank of Abyssinia,Google Play,0.0613,positive
it's good app,5,2024-05-04,Bank of Abyssinia,Google Play,0.4404,positive
good,5,2024-05-04,Bank of Abyssinia,Google Play,0.4404,positive
Good service,5,2024-05-04,Bank of Abyssinia,Google Play,0.4404,positive
This app is not working!!,1,2024-05-04,Bank of Abyssinia,Google Play,0.0,neutral
ayseram yastelal,3,2024-05-04,Bank of Abyssinia,Google Play,0.0,neutral
this app not work why?pleas tell me,2,2024-05-04,Bank of Abyssinia,Google Play,0.0,neutral
I am comfortable with your good service,5,2024-05-04,Bank of Abyssinia,Google Play,0.7351,positive
betam yedadab app,1,2024-05-04,Bank of Abyssinia,Google Play,0.0,neutral
Good,5,2024-05-04,Bank of Abyssinia,Google Play,0.4404,positive
i like is app boA,4,2024-05-04,Bank of Abyssinia,Google Play,0.3612,positive
best app from any mobilebanking,5,2024-05-04,Bank of Abyssinia,Google Play,0.6369,positive
It crushes repeatedly,1,2024-05-03,Bank of Abyssinia,Google Play,-0.4404,negative
Very bad app as always bothering any transaction processes.,1,2024-05-03,Bank of Abyssinia,Google Play,-0.7501,negative
Ok true,1,2024-05-03,Bank of Abyssinia,Google Play,0.6124,positive
Actually faster,4,2024-05-03,Bank of Abyssinia,Google Play,0.0,neutral
I prefer the earlier version. This updated app crushes during login and says there is bug. Please fix the bug issue.,4,2024-05-03,Bank of Abyssinia,Google Play,-0.1531,negative
Good,1,2024-05-03,Bank of Abyssinia,Google Play,0.4404,positive
Soo many bugs on this app I haven't been able to use it since I installed it very bad,1,2024-05-03,Bank of Abyssinia,Google Play,-0.5849,negative
My #1 choice,5,2024-05-03,Bank of Abyssinia,Google Play,0.0,neutral
This application isn't working properly,1,2024-05-03,Bank of Abyssinia,Google Play,0.0,neutral
This is too poorer than the previous app.,1,2024-05-03,Bank of Abyssinia,Google Play,-0.3612,negative
cool App Tnxes,5,2024-05-03,Bank of Abyssinia,Google Play,0.3182,positive
Not working 😕,1,2024-05-03,Bank of Abyssinia,Google Play,0.2411,positive
"The app keeps crashign again and again, i didn't even get to sign in. Worst update!!",1,2024-05-03,Bank of Abyssinia,Google Play,-0.6892,negative
"Developers/ the company takes too long to update the app, and throughout that process, the app is basically useless. We can't send money or even be able to check our account. They even take it down from the Play Store for a while. This whole process usually takes them 3 to 5 days. This is very disappointing. It is an improvement from the previous version of the app, but they still have a long way to go to compete with the likes of CBE. Transferring to other banks sometimes doesn't work.",2,2024-05-03,Bank of Abyssinia,Google Play,0.5029,positive
Yleiall,1,2024-05-03,Bank of Abyssinia,Google Play,0.0,neutral
"Was working ok.but it started not displaying banks list to choose from, and it needs updating every couple of days, annoying",3,2024-05-03,Bank of Abyssinia,Google Play,-0.4019,negative
"Dear BOA, Are you sure you are upgrading your application. It is becoming worse and worse. Please fix the bug as quickly as possible.",1,2024-05-03,Bank of Abyssinia,Google Play,0.0,neutral
Nice one thanks abisiniya,5,2024-05-03,Bank of Abyssinia,Google Play,0.6908,positive
it doesnt work it crashes,1,2024-05-03,Bank of Abyssinia,Google Play,0.0,neutral
It keeps clashing down What a crass stupid app is this... You forced me to update after I transferred money and now I can't open it,1,2024-05-03,Bank of Abyssinia,Google Play,-0.7506,negative
Sorie,1,2024-05-03,Bank of Abyssinia,Google Play,0.0,neutral
Slow,1,2024-05-03,Bank of Abyssinia,Google Play,0.0,neutral
Plays,5,2024-05-02,Bank of Abyssinia,Google Play,0.25,positive
Crash... glitch... crash... blame connection... crash... crash again. Please fix it,1,2024-05-02,Bank of Abyssinia,Google Play,-0.872,negative
So unreliable i had to send money asap but this app either laggs or doesn't work such a lazy work look at how efficient tele birr is and its not even a bank,1,2024-05-02,Bank of Abyssinia,Google Play,0.1154,positive
Great app than others,5,2024-05-02,Bank of Abyssinia,Google Play,0.6249,positive
OMG this is like the worst mobile banking app ever. I have many different mobile banking app from different banks but this is the worst so far. It says it has connection issue when I have wifi or data connection and while I'm using other social media apps. It keeps asking me for update once like every week and takes forever to load like I have to wait at least 10 minutes to login and another 10 min to see my balance.,1,2024-05-02,Bank of Abyssinia,Google Play,-0.2382,negative
Good,5,2024-05-02,Bank of Abyssinia,Google Play,0.4404,positive
👎,1,2024-05-02,Bank of Abyssinia,Google Play,0.0,neutral
I think I remember it worked once upon time...,2,2024-05-02,Bank of Abyssinia,Google Play,0.0,neutral
This app is going to the worest boa app ever😡 It crushes every time login.,1,2024-05-02,Bank of Abyssinia,Google Play,-0.4404,negative
"The app never worked properly, specially on android 14, do better",1,2024-05-02,Bank of Abyssinia,Google Play,0.4404,positive
Fix the bug.,1,2024-05-02,Bank of Abyssinia,Google Play,0.0,neutral
all the time updated but im not satisfy by boa mobile bancking 😡😡😡,1,2024-05-02,Bank of Abyssinia,Google Play,-0.4973,negative
It always crashes,1,2024-05-02,Bank of Abyssinia,Google Play,0.0,neutral
Worst app ever. Barely works,1,2024-05-02,Bank of Abyssinia,Google Play,-0.6249,negative
Good,3,2024-05-02,Bank of Abyssinia,Google Play,0.4404,positive
best,5,2024-05-02,Bank of Abyssinia,Google Play,0.6369,positive
Nice,5,2024-05-02,Bank of Abyssinia,Google Play,0.4215,positive
It keep making me out and crash when i open the app and not working properly,1,2024-05-02,Bank of Abyssinia,Google Play,-0.4019,negative
"After last update, the app keeps crashing, not working. Pls fix it. Mobile transactions become impossible.",1,2024-05-02,Bank of Abyssinia,Google Play,-0.0572,negative
Very bad app,2,2024-05-02,Bank of Abyssinia,Google Play,-0.5849,negative
"I don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. Please try to fix it.",1,2024-05-02,Bank of Abyssinia,Google Play,-0.6971,negative
The worest mobile banking app,1,2024-05-02,Bank of Abyssinia,Google Play,0.0,neutral
It was working good before the last update but after the update it asks to disable developer option. why is that? That means any developer with developer option enabled can't access his account. It crushs a lot of times.,2,2024-05-01,Bank of Abyssinia,Google Play,0.2382,positive
Ayseram mnm,1,2024-05-01,Bank of Abyssinia,Google Play,0.0,neutral
"From Ethiopian Internet banking Abbisiniya Internet banking application is the most worst boring and slower app, please fix that",1,2024-05-01,Bank of Abyssinia,Google Play,-0.688,negative
Well,5,2024-05-01,Bank of Abyssinia,Google Play,0.2732,positive
good App and user friendly.,4,2024-05-01,Bank of Abyssinia,Google Play,0.7269,positive
Every time needs update & after that it's not working it's too boring,1,2024-05-01,Bank of Abyssinia,Google Play,-0.3182,negative
Mnm beka ayeseram hule endaschegeregn,1,2024-05-01,Bank of Abyssinia,Google Play,0.0,neutral
What mean disable developer option?,5,2024-05-01,Bank of Abyssinia,Google Play,0.0,neutral
"Slow login, crashes frequently, annoying app ever. Since you updated this app, it's been extremely unhelpful.",1,2024-05-01,Bank of Abyssinia,Google Play,-0.4019,negative
"why do we need to turn off ""developer options"" in order to use your app, on the new update??? Are we suppose to not use our device for other purposes just so we can use your app? It is not security it is BS. (fix that and I will update my rating)",1,2024-05-01,Bank of Abyssinia,Google Play,-0.4581,negative
Annoying it doesn't work totally,1,2024-05-01,Bank of Abyssinia,Google Play,-0.4019,negative
Excellent service,5,2024-05-01,Bank of Abyssinia,Google Play,0.5719,positive
The Worst application ever,1,2024-05-01,Bank of Abyssinia,Google Play,-0.6249,negative
The best beautiful app,5,2024-05-01,Bank of Abyssinia,Google Play,0.8442,positive
Keeps crashing everytime what a disaster,1,2024-05-01,Bank of Abyssinia,Google Play,-0.6249,negative
It doesn't work anymore,1,2024-05-01,Bank of Abyssinia,Google Play,0.0,neutral
"The app is terrible, nothing functions properly. Especially since the latest update, it crashes all the time.",1,2024-05-01,Bank of Abyssinia,Google Play,-0.4767,negative
"It's good app but the system is not same as CBE bankin mobile When i compare To these apps BOA and CBE, CBE is the best up",1,2024-05-01,Bank of Abyssinia,Google Play,0.8294,positive
Please focus on the functionality of the app instead of spending money on the advertisements.,1,2024-05-01,Bank of Abyssinia,Google Play,0.3182,positive
Frequently crashing fix it please,1,2024-05-01,Bank of Abyssinia,Google Play,0.3182,positive
95% of the time it crashes,1,2024-05-01,Bank of Abyssinia,Google Play,0.0,neutral
The worst update ever You don't deserve one star;,1,2024-05-01,Bank of Abyssinia,Google Play,-0.6249,negative
No feature works correctly. Its always buffering and needs probably high data. So its useless 😏😏😏,2,2024-04-30,Bank of Abyssinia,Google Play,-0.6461,negative
"This app is trash, it's not working for the past 3-4 days. I've to go to the bank to send money to other banks. Plus the app keeps crashing since the last update. BOA as a bank is deteriorating! This has to change.",1,2024-04-30,Bank of Abyssinia,Google Play,0.0,neutral
App needs a lot of work. It continuously crashes and shuts down.,1,2024-04-30,Bank of Abyssinia,Google Play,0.0,neutral
Not comfortable with this version. Its hard to down it load Developer option is not allowed to use it as usual.,5,2024-04-30,Bank of Abyssinia,Google Play,-0.477,negative
This app is so annoying as the previous version.,3,2024-04-30,Bank of Abyssinia,Google Play,-0.541,negative
Wow,5,2024-04-30,Bank of Abyssinia,Google Play,0.5859,positive
Need many improvements,2,2024-04-30,Bank of Abyssinia,Google Play,0.3182,positive
Ok,5,2024-04-30,Bank of Abyssinia,Google Play,0.296,positive
Best,4,2024-04-30,Bank of Abyssinia,Google Play,0.6369,positive
Great always great!!!,5,2024-04-30,Bank of Abyssinia,Google Play,0.8772,positive
Pic new,5,2024-04-30,Bank of Abyssinia,Google Play,0.0,neutral
አፑ ቆንጆ ነበር አማርኛ ቋንቋ ቢካተት ሌላው በአሁን ሰዓት ይኼን ስፅፍ እያስቸገረኝ ነው ሲስተሙ,5,2024-04-30,Bank of Abyssinia,Google Play,0.0,neutral
"Such a junk application, its not working at all. Waste of time",1,2024-04-30,Bank of Abyssinia,Google Play,-0.4215,negative
Hello is this new update cuz it keeps kicking me out!!!!! can't make a transaction fr!,3,2024-04-30,Bank of Abyssinia,Google Play,0.0,neutral
"you guys keep on releasing unstable app, now it won't login",2,2024-04-30,Bank of Abyssinia,Google Play,-0.3612,negative
Doeisn't work,5,2024-04-30,Bank of Abyssinia,Google Play,0.0,neutral
"I never ever seen the worst commercial app like this in my life , it does not work anything , i donot know how the IT Team of the bank tested and launch the app. Its annoying !",1,2024-04-30,Bank of Abyssinia,Google Play,-0.68,negative
The best bank with the worst application and ussd service.,1,2024-04-30,Bank of Abyssinia,Google Play,0.0258,neutral
The old version is best. This one is so lagging and it's not fast to quick transfer,1,2024-04-30,Bank of Abyssinia,Google Play,0.3525,positive
The latest update has a bug it keeps crashing. Please fix it it's so inconvenient to do our business this way. That or we will switch to other banks,3,2024-04-30,Bank of Abyssinia,Google Play,-0.2062,negative
Amaizing Bank in Etthiopia,5,2024-04-30,Bank of Abyssinia,Google Play,0.0,neutral
Good banking app,4,2024-04-29,Bank of Abyssinia,Google Play,0.4404,positive
It doesn't function properly!! You don't even deserve one star.. please stop playing your dirty game on your customer...,1,2024-04-29,Bank of Abyssinia,Google Play,-0.3786,negative
That's a fantastic app! L,2,2024-04-29,Bank of Abyssinia,Google Play,0.8236,positive
The best bank,5,2024-04-29,Bank of Abyssinia,Google Play,0.6369,positive
"This app has been found useless while I compared with the first version of IB12111...that was very good, you guys what is the matter with you. You are far from the technology and the competetor's digital product through convenience, reliable, easeness _-dashen, cbe, zemen... they are doing well! share their experience and be able to satisfy your esteemed customers including me. unless you will be down soon!",1,2024-04-29,Bank of Abyssinia,Google Play,0.8828,positive
"This new update really sucks.. Can't even get the chance to put my pin, bugs and everything,please fix it developer",1,2024-04-29,Bank of Abyssinia,Google Play,-0.2006,negative
I have never seen the worst mobile app like this,5,2024-04-29,Bank of Abyssinia,Google Play,0.6998,positive
Very very good app,5,2024-04-29,Bank of Abyssinia,Google Play,0.5379,positive
it keeps crashing,1,2024-04-29,Bank of Abyssinia,Google Play,0.0,neutral
Excited,5,2024-04-29,Bank of Abyssinia,Google Play,0.34,positive
Good,5,2024-04-29,Bank of Abyssinia,Google Play,0.4404,positive
This app isn't working well on Tecno phone 📱. what is the error??,1,2024-04-29,Bank of Abyssinia,Google Play,-0.5959,negative
👑👑,5,2024-04-29,Bank of Abyssinia,Google Play,0.0,neutral
Bad app,1,2024-04-29,Bank of Abyssinia,Google Play,-0.5423,negative
To payment,1,2024-04-29,Bank of Abyssinia,Google Play,0.0,neutral
Nice,5,2024-04-29,Bank of Abyssinia,Google Play,0.4215,positive
"With every update the app keeps on getting worse,it is filled with bugs",1,2024-04-29,Bank of Abyssinia,Google Play,0.0,neutral
Not working properly why?????????,1,2024-04-29,Bank of Abyssinia,Google Play,0.0,neutral
The update app is the worest one when i compare with past.,1,2024-04-28,Bank of Abyssinia,Google Play,0.0,neutral
"It's nice, the stack thing needs update thou",5,2024-04-28,Bank of Abyssinia,Google Play,0.4215,positive
This application is relatively good even if some times interpreted.But apolo is difficult application please improve it.,5,2024-04-28,Bank of Abyssinia,Google Play,0.6808,positive
The app is not properly working.,3,2024-04-28,Bank of Abyssinia,Google Play,0.0,neutral
It is always crushing it loged me out all the time,1,2024-04-28,Bank of Abyssinia,Google Play,-0.3612,negative
I love boa but the mobile app isn't as good as the older version when the app gets update it gets worse and worse it doesn't even work..fix the issue with that,2,2024-04-28,Bank of Abyssinia,Google Play,-0.8692,negative
"Why Why Why???? it is difficult to make transactions, it takes alot of time to make payments, i thought the update will make it work, but it got worse. please fix it",1,2024-04-28,Bank of Abyssinia,Google Play,-0.6007,negative
"the worst app I have ever used, I could've given 5 star if it worked properly even just for logging in and check my accounts. seemed that's impossible",1,2024-04-28,Bank of Abyssinia,Google Play,-0.6249,negative
sometime it is not working wel,4,2024-04-27,Bank of Abyssinia,Google Play,0.0,neutral
Very helpfull app,5,2024-04-27,Bank of Abyssinia,Google Play,0.0,neutral
Best 100%,5,2024-04-27,Bank of Abyssinia,Google Play,0.6369,positive
"Very slow response , try to some updates in the application",1,2024-04-27,Bank of Abyssinia,Google Play,0.0,neutral
BoA,4,2024-04-26,Bank of Abyssinia,Google Play,0.0,neutral
