review_text,rating,date,bank_name,source
Old version is better on showing old transaction list than this one,2,2023-03-22,Commercial Bank of Ethiopia,Google Play
Good,5,2023-03-22,Commercial Bank of Ethiopia,Google Play
Great,5,2023-03-22,Commercial Bank of Ethiopia,Google Play
I like it,5,2023-03-22,Commercial Bank of Ethiopia,Google Play
I love it,5,2023-03-22,Commercial Bank of Ethiopia,Google Play
Wow CBE,5,2023-03-21,Commercial Bank of Ethiopia,Google Play
Wow,5,2023-03-21,Commercial Bank of Ethiopia,Google Play
Please don't make us force update the app it log us out and we need to go in person to the branch to use the app that is hard for people like us who travele a lot from country,1,2023-03-21,Commercial Bank of Ethiopia,Google Play
Please! in the next update add tele birr transfer to other.,5,2023-03-21,Commercial Bank of Ethiopia,Google Play
Good job kep it up,1,2023-03-21,Commercial Bank of Ethiopia,Google Play
I use this up it was very convenient and fast to transfer and receive money,5,2023-03-20,Commercial Bank of Ethiopia,Google Play
👍👍👍,5,2023-03-20,Commercial Bank of Ethiopia,Google Play
baaye gaari dha,4,2023-03-20,Commercial Bank of Ethiopia,Google Play
Where can i get verfication code,3,2023-03-20,Commercial Bank of Ethiopia,Google Play
Good job,5,2023-03-20,Commercial Bank of Ethiopia,Google Play
I have been using this app for long period of time & I'm very happy. because I'm also use other banks app and nothing can compare this. I know so many people using this app too & we all happier by using this app especially it gives us very helpful recently data for long period of time which is the money we sent and received with very clear info. And its reduced the time which we spend by printing statement on branches. But on this version this future shortened by limited recently data. Whyyy???,2,2023-03-20,Commercial Bank of Ethiopia,Google Play
Best app,5,2023-03-19,Commercial Bank of Ethiopia,Google Play
swet,5,2023-03-19,Commercial Bank of Ethiopia,Google Play
it is good app to use. unless the exchange rate section has confused rate specially Suddanesse dinar (SDD) implies high buy rate and low sell rate.,4,2023-03-18,Commercial Bank of Ethiopia,Google Play
ለተቀነሰው ገንዘብ ወዲያውኑ ኖቲፋይ ባለማድረጉ የተጠቃሚ ጌዜ እያባከነ ይገኛልና ብታስተካክሉ።,1,2023-03-18,Commercial Bank of Ethiopia,Google Play
Nice application. Thanks,5,2023-03-17,Commercial Bank of Ethiopia,Google Play
"Still the best mobile banking app out here beautiful ui very functional , i wish u used the nfc capability of most devices and also smt intesrting with the new rolled out atm cards that has nfc chips in them it would be smt very new tap and pay through ur atm card to a device . All in all i love it",5,2023-03-17,Commercial Bank of Ethiopia,Google Play
Great app.,4,2023-03-16,Commercial Bank of Ethiopia,Google Play
Absolutely The Best Mobile banking i ever seen thank you CBE !!!,5,2023-03-16,Commercial Bank of Ethiopia,Google Play
Perfect App if the following will improved: ==》Sometimes why delay to send text for receiver or sender? ==》Need full statement request option menu at home page ==》Please include Cash Withdrawal mechanism option in your next version,5,2023-03-15,Commercial Bank of Ethiopia,Google Play
Simple and Easy app,5,2023-03-15,Commercial Bank of Ethiopia,Google Play
"The good thing is its simplicity to undertake the basic functions. Updates with improvements and fixes should have been released by now. Please fix. 5 years after last review… Issues with beneficiary are fixed. However, still unable to track transactions much less to download in appropriate formats. This feature got diminished in the latest update. Please improve and fix.",3,2023-03-15,Commercial Bank of Ethiopia,Google Play
Not working @ all! 😡😡😡 Older version was much more better!,1,2023-03-15,Commercial Bank of Ethiopia,Google Play
Best app,4,2023-03-15,Commercial Bank of Ethiopia,Google Play
Nice,5,2023-03-14,Commercial Bank of Ethiopia,Google Play
"Now after the last update has been launched, the app is being somewhat complex. The orders of the transaction is not working correctly. Please have a review on it.",1,2023-03-14,Commercial Bank of Ethiopia,Google Play
It's not working at abroad for me. It was good in home country. I don't why the reason is! please advice me any one who has an experience.,1,2023-03-14,Commercial Bank of Ethiopia,Google Play
"Simple, reliable. And updates regularly. Impressive.",4,2023-03-14,Commercial Bank of Ethiopia,Google Play
👍,5,2023-03-14,Commercial Bank of Ethiopia,Google Play
ኢትዮጵያ,5,2023-03-12,Commercial Bank of Ethiopia,Google Play
"Dear CBE Team, The updated version of CbE application is very interesting and has an additional features which is very nice but still the app doesn't have an option of transferring money into another Telebirr service number rather than own Telebirr account...so please add this feature.",4,2023-03-12,Commercial Bank of Ethiopia,Google Play
Still now i can't even see my current balance..? It has been a while... is it just me or somebody else's problem too..?,2,2023-03-12,Commercial Bank of Ethiopia,Google Play
Transactions history is not being fully shown fix it,2,2023-03-12,Commercial Bank of Ethiopia,Google Play
Good app,4,2023-03-11,Commercial Bank of Ethiopia,Google Play
"the best app, than you so much ,becouse of this app Things so easy",5,2023-03-11,Commercial Bank of Ethiopia,Google Play
It so good App,5,2023-03-11,Commercial Bank of Ethiopia,Google Play
Almost Impossible to use it aboard.,1,2023-03-11,Commercial Bank of Ethiopia,Google Play
Good and easy,5,2023-03-11,Commercial Bank of Ethiopia,Google Play
It's fantastic apps,5,2023-03-11,Commercial Bank of Ethiopia,Google Play
"For those who have only one phone but have two bank accounts, it is not possible to administer both accounts in one phone. Please, make your program to allow two accounts in one phone.",4,2023-03-11,Commercial Bank of Ethiopia,Google Play
"The app is good. However, whenever you changed your phone it requires authorization ID, approaching a branch is mandatory. The password reset option should be available to the user by adding other security details like user name, biometrics, account number, etc.",3,2023-03-10,Commercial Bank of Ethiopia,Google Play
When ever I change my phone or something happened why would I have to go to the office to get the code this app this not amazing I didn't like it this is big problem u have to change this if I have to go to the bank every time I change phone or anything happened it bad app in this time in this technology.,1,2023-03-10,Commercial Bank of Ethiopia,Google Play
Best,1,2023-03-10,Commercial Bank of Ethiopia,Google Play
Nice,4,2023-03-10,Commercial Bank of Ethiopia,Google Play
Ok 👌,4,2023-03-10,Commercial Bank of Ethiopia,Google Play
It's a good update but the system doesn't work a lot of time,3,2023-03-10,Commercial Bank of Ethiopia,Google Play
The recent updated version shows a very short period transactions. Thus it has to be improved and in this regard the previous version was better.,3,2023-03-09,Commercial Bank of Ethiopia,Google Play
በጣም አሪፍ Application ነው።,5,2023-03-09,Commercial Bank of Ethiopia,Google Play
In the next update if it is possible if there is a confirmation requested to confirm the payment again the pin requested before transferring(like telbirr),4,2023-03-09,Commercial Bank of Ethiopia,Google Play
I love,5,2023-03-09,Commercial Bank of Ethiopia,Google Play
This version is so slow,1,2023-03-09,Commercial Bank of Ethiopia,Google Play
Since the last two weeks I could not see balance. It becomes busy and difficult to check remaining amount.,2,2023-03-09,Commercial Bank of Ethiopia,Google Play
"The most recent update is so impressive that Stops stucking,Speedy transaction.Thanks and keep updating.",4,2023-03-09,Commercial Bank of Ethiopia,Google Play
Always rely on,5,2023-03-08,Commercial Bank of Ethiopia,Google Play
Recent transactions history was loading properly and used to preview older histories too but not anymore and that sucks! So work on transactions history well!,1,2023-03-08,Commercial Bank of Ethiopia,Google Play
The worst app and bank.,1,2023-03-08,Commercial Bank of Ethiopia,Google Play
A very cool app👍🏽👍🏽👍🏽,5,2023-03-08,Commercial Bank of Ethiopia,Google Play
Tamam app!,5,2023-03-08,Commercial Bank of Ethiopia,Google Play
Excellent app but not CBE,5,2023-03-06,Commercial Bank of Ethiopia,Google Play
Best app,5,2023-03-06,Commercial Bank of Ethiopia,Google Play
Ok,5,2023-03-06,Commercial Bank of Ethiopia,Google Play
ሲቢኑር,5,2023-03-06,Commercial Bank of Ethiopia,Google Play
Perfect,5,2023-03-06,Commercial Bank of Ethiopia,Google Play
sakas sakad,5,2023-03-06,Commercial Bank of Ethiopia,Google Play
"Easy to use,and time saver.",5,2023-03-06,Commercial Bank of Ethiopia,Google Play
Khaatimaa bareeddu nuuf kannee Qabrii teenya Caffee jannataa nuuf Godhee nuhaa gamma chiisu Rabbiin,5,2023-03-05,Commercial Bank of Ethiopia,Google Play
This app is awesome 👍,5,2023-03-05,Commercial Bank of Ethiopia,Google Play
"It is a very simple and convenient application, if exporting or downloading option included more preferable",3,2023-03-05,Commercial Bank of Ethiopia,Google Play
Good,5,2023-03-04,Commercial Bank of Ethiopia,Google Play
It very nice connection So it is better to releases for us,5,2023-03-04,Commercial Bank of Ethiopia,Google Play
Super exhausting😴,1,2023-03-04,Commercial Bank of Ethiopia,Google Play
This application is a step for our country. But we need to upgrade and modify it. It Continously get stucks and gives error.,5,2023-03-04,Commercial Bank of Ethiopia,Google Play
That is good bank but there is something wrong 😕,2,2023-03-04,Commercial Bank of Ethiopia,Google Play
Wow its ezi to Accse,5,2023-03-04,Commercial Bank of Ethiopia,Google Play
Better than the other CBE system to send money.,5,2023-03-04,Commercial Bank of Ethiopia,Google Play
I wish the app informs who transferred money when it sends deposits credited to my account as Dashen Bank does.,4,2023-03-03,Commercial Bank of Ethiopia,Google Play
Not akspriyans,5,2023-03-03,Commercial Bank of Ethiopia,Google Play
Nice App,5,2023-03-02,Commercial Bank of Ethiopia,Google Play
Easy to use and confidential,5,2023-03-02,Commercial Bank of Ethiopia,Google Play
1 Ahmad jihaad,5,2023-03-02,Commercial Bank of Ethiopia,Google Play
Best,5,2023-03-01,Commercial Bank of Ethiopia,Google Play
best,5,2023-02-28,Commercial Bank of Ethiopia,Google Play
Cbenr,5,2023-02-27,Commercial Bank of Ethiopia,Google Play
Easy to use !,5,2023-02-27,Commercial Bank of Ethiopia,Google Play
Like it good work,5,2023-02-27,Commercial Bank of Ethiopia,Google Play
Very nice app,1,2023-02-24,Commercial Bank of Ethiopia,Google Play
Nice app!,5,2023-02-23,Commercial Bank of Ethiopia,Google Play
Very bad,1,2023-02-23,Commercial Bank of Ethiopia,Google Play
V good,4,2023-02-23,Commercial Bank of Ethiopia,Google Play
Nice app,5,2023-02-22,Commercial Bank of Ethiopia,Google Play
History section is very bad,2,2023-02-22,Commercial Bank of Ethiopia,Google Play
It's Nice,4,2023-02-22,Commercial Bank of Ethiopia,Google Play
I prefer this app,5,2023-02-21,Commercial Bank of Ethiopia,Google Play
Ni ce app,3,2023-02-21,Commercial Bank of Ethiopia,Google Play
"It's a great app, thank you",5,2023-02-21,Commercial Bank of Ethiopia,Google Play
.jk,3,2023-02-19,Commercial Bank of Ethiopia,Google Play
"A nice app but it has limitations like sometimes stuk to scroldown, late to updete transactions",4,2023-02-19,Commercial Bank of Ethiopia,Google Play
It's soo good app,5,2023-02-19,Commercial Bank of Ethiopia,Google Play
"The limited transaction listing, only to recent list, makes your app of limited help.",1,2023-02-17,Commercial Bank of Ethiopia,Google Play
Good,3,2023-02-16,Commercial Bank of Ethiopia,Google Play
nice.....kept it up,5,2023-02-16,Commercial Bank of Ethiopia,Google Play
"CBE, Z bank u can always rely on!!!",5,2023-02-15,Commercial Bank of Ethiopia,Google Play
Imisyou,5,2023-02-15,Commercial Bank of Ethiopia,Google Play
The Best optional application !,5,2023-02-14,Commercial Bank of Ethiopia,Google Play
I cannot access the services to transferor to pay my bills,1,2023-02-14,Commercial Bank of Ethiopia,Google Play
Perfect but sometimes delays,4,2023-02-14,Commercial Bank of Ethiopia,Google Play
I'm using this supplication when I'm out of my country this is useful,5,2023-02-13,Commercial Bank of Ethiopia,Google Play
Like app,5,2023-02-13,Commercial Bank of Ethiopia,Google Play
Nice app,5,2023-02-12,Commercial Bank of Ethiopia,Google Play
Ok,5,2023-02-10,Commercial Bank of Ethiopia,Google Play
Best app,5,2023-02-09,Commercial Bank of Ethiopia,Google Play
Use this app,5,2023-02-09,Commercial Bank of Ethiopia,Google Play
It is slowwww,1,2023-02-09,Commercial Bank of Ethiopia,Google Play
Doesn't sync multiple accounts,1,2023-02-08,Commercial Bank of Ethiopia,Google Play
Yordanos,1,2023-02-06,Commercial Bank of Ethiopia,Google Play
Please download fastly the apps,5,2023-02-05,Commercial Bank of Ethiopia,Google Play
Great app,5,2023-02-05,Commercial Bank of Ethiopia,Google Play
It is good,5,2023-02-05,Commercial Bank of Ethiopia,Google Play
Good,5,2023-02-05,Commercial Bank of Ethiopia,Google Play
Nice App!! keep going 👍,5,2023-02-04,Commercial Bank of Ethiopia,Google Play
Good app,5,2023-02-04,Commercial Bank of Ethiopia,Google Play
It is very good application,5,2023-02-03,Commercial Bank of Ethiopia,Google Play
new app,5,2023-02-03,Commercial Bank of Ethiopia,Google Play
It's to easy to transfer local money thats why.,4,2023-02-03,Commercial Bank of Ethiopia,Google Play
"Nice experience from last 3 years Only problem is that, added beneficiary not working. But overall good experience.",5,2023-02-03,Commercial Bank of Ethiopia,Google Play
Good,5,2023-02-02,Commercial Bank of Ethiopia,Google Play
Awesome apps but the new update failed starting from January 31 2023,1,2023-02-02,Commercial Bank of Ethiopia,Google Play
የተላከ ገንዘብ መቼ ነዉ ሚለቀቀዉ,5,2023-02-01,Commercial Bank of Ethiopia,Google Play
Best,5,2023-02-01,Commercial Bank of Ethiopia,Google Play
Nice app,5,2023-02-01,Commercial Bank of Ethiopia,Google Play
When trying to open the app from another country it asks for a verification code that can only be obtained from the nearest bank branch. This is not logical if you want Ethiopians from around the world to be able to use the application. Please review this.,1,2023-01-30,Commercial Bank of Ethiopia,Google Play
I always like this banking app,5,2023-01-30,Commercial Bank of Ethiopia,Google Play
Why are the messages always come to me very late? I can't even see who has deposed the money it's very annoying. You have to fix this,3,2023-01-29,Commercial Bank of Ethiopia,Google Play
"The app is awesome. But there are many things to highlight.For example, When spending money from the account , a confirmation text message must be sent to the account holder. Also the fact that, the PIN is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool.",3,2023-01-29,Commercial Bank of Ethiopia,Google Play
Go forward,5,2023-01-29,Commercial Bank of Ethiopia,Google Play
I LIKED THIS APP 😊MAY IT WILL NEW UPDATIONS SOON THANKS😊,5,2023-01-29,Commercial Bank of Ethiopia,Google Play
J ቸተደመ 😁😅,3,2023-01-28,Commercial Bank of Ethiopia,Google Play
በጣም ደስ የሚል ቀለል ያለ,5,2023-01-27,Commercial Bank of Ethiopia,Google Play
The Commercial Bank of Ethiopia application is easy to use. Really recommended.,5,2023-01-27,Commercial Bank of Ethiopia,Google Play
Recent and Accounts not responding thw previous version was nice. This version UI looks attractive but almost half features not working.,1,2023-01-26,Commercial Bank of Ethiopia,Google Play
1.Money withidirawal from bank into my debit card and credit next in to make Ethiopian My saving bank account number.3rd limete My money withidirawal in to make mobile money wallet plus in to make My Ethiopian saving Bank account number is attached with allow me My money . all my money convert to Ethiopian birr to make. Excuse me my needs seed and received money withidirawal more amended more detail.,5,2023-01-25,Commercial Bank of Ethiopia,Google Play
i like this app,1,2023-01-25,Commercial Bank of Ethiopia,Google Play
"In the beginning, the ability to capture the history was small, now it's a great job to capture all the transactions and the user can see them, another problem is that if a transaction or transfer is made, the number of the receipt will not be downloaded when saving to avoid it, unless a screenshot is taken, it would be better if you fix this.",5,2023-01-25,Commercial Bank of Ethiopia,Google Play
Yuusuf 24:01:2023,5,2023-01-24,Commercial Bank of Ethiopia,Google Play
Very best app,5,2023-01-24,Commercial Bank of Ethiopia,Google Play
Perfect App,5,2023-01-23,Commercial Bank of Ethiopia,Google Play
The app is crashing and freezing in recents' section. But it works fine in other sections very helpful app.,5,2023-01-23,Commercial Bank of Ethiopia,Google Play
Good,4,2023-01-23,Commercial Bank of Ethiopia,Google Play
great applca,5,2023-01-21,Commercial Bank of Ethiopia,Google Play
Its good app to use.,5,2023-01-20,Commercial Bank of Ethiopia,Google Play
Very good app.,5,2023-01-19,Commercial Bank of Ethiopia,Google Play
Very interesting app in digital economy,5,2023-01-18,Commercial Bank of Ethiopia,Google Play
it securty is good for hackeres,1,2023-01-18,Commercial Bank of Ethiopia,Google Play
Its nice betammm,5,2023-01-18,Commercial Bank of Ethiopia,Google Play
business all,4,2023-01-17,Commercial Bank of Ethiopia,Google Play
"Amazing Apps but if you add other language Like Afaan Oromoo, Afar, Somali it's more than this",3,2023-01-17,Commercial Bank of Ethiopia,Google Play
Better app,5,2023-01-15,Commercial Bank of Ethiopia,Google Play
"Good, but do not save after sending.",5,2023-01-14,Commercial Bank of Ethiopia,Google Play
Fast and reliable,5,2023-01-13,Commercial Bank of Ethiopia,Google Play
ok,5,2023-01-13,Commercial Bank of Ethiopia,Google Play
Easy and interesting app,5,2023-01-13,Commercial Bank of Ethiopia,Google Play
since i down loaded this APP nothing any problem happened .it very nice app,5,2023-01-13,Commercial Bank of Ethiopia,Google Play
Nays,5,2023-01-12,Commercial Bank of Ethiopia,Google Play
9/6/17 *** It has not been updated for years and has some bugs 6/8/2020 **** Just updated the app from the link i get through sms. It looks good.,5,2023-01-12,Commercial Bank of Ethiopia,Google Play
"It's a very nice and simple app but, when checking the transaction details, it's not showing who sent/deposited money into my account. Especially when I receive money from organisations.",4,2023-01-12,Commercial Bank of Ethiopia,Google Play
Well done!,5,2023-01-12,Commercial Bank of Ethiopia,Google Play
Wowww,5,2023-01-11,Commercial Bank of Ethiopia,Google Play
I like the app,5,2023-01-11,Commercial Bank of Ethiopia,Google Play
Simple,3,2023-01-11,Commercial Bank of Ethiopia,Google Play
Pest mobile banking app,5,2023-01-10,Commercial Bank of Ethiopia,Google Play
Its so busy when you open the recent transaction option👎👎👎👎,1,2023-01-10,Commercial Bank of Ethiopia,Google Play
ንግድ ባንክ የሞባይል ባንኪንግ አፕ በጣም መልካም ሆኖ አግኝቼዋለሁ ፣ ህይወቴን አቅሎልኛል።,5,2023-01-10,Commercial Bank of Ethiopia,Google Play
1. It has poor password 2. It doesn't save transaction content that pop-ups during transaction. 3. It is user friendly.,5,2023-01-10,Commercial Bank of Ethiopia,Google Play
በጣም ምርጥ ማመልከቻ ነው በእውነት በጣም አሪፍ አፕልኬሽን ነው የኢትዮጵያ ንግድ ባንክ ሁሌ ኑርልን🙏🙏🙏🙏,5,2023-01-10,Commercial Bank of Ethiopia,Google Play
Thankfully,5,2023-01-10,Commercial Bank of Ethiopia,Google Play
easy to access,5,2023-01-09,Commercial Bank of Ethiopia,Google Play
CBE,5,2023-01-09,Commercial Bank of Ethiopia,Google Play
Easy to understand and use it,5,2023-01-09,Commercial Bank of Ethiopia,Google Play
Very useful,5,2023-01-09,Commercial Bank of Ethiopia,Google Play
Best App,5,2023-01-09,Commercial Bank of Ethiopia,Google Play
Good,5,2023-01-09,Commercial Bank of Ethiopia,Google Play
This app is important and simply to use it,5,2023-01-08,Commercial Bank of Ethiopia,Google Play
Good,5,2023-01-07,Commercial Bank of Ethiopia,Google Play
It makes life easy,5,2023-01-07,Commercial Bank of Ethiopia,Google Play
"Good mobile banking application except some bugs. For instance, when I transfer money from account to account, an error message called 'already existed account' appears. But the money was transferred without any confirmation message. If I was not aware of that, I tried multiple times and sent the money multiple times too.",5,2023-01-06,Commercial Bank of Ethiopia,Google Play
Wow,5,2023-01-06,Commercial Bank of Ethiopia,Google Play
sometimes it will be busy.by somewhat it is good,4,2023-01-06,Commercial Bank of Ethiopia,Google Play
"This is the worst App I ever seen. Every time CBE does small patches or updates, the app doesn't work and you have to go to your branch in person to get the update and verification on your phone. It is totally unacceptable. I am living abroad and because of their problems I can't make payments and transfers. I send my representative(""ተወካይ"") to Addis Ababa Branch with his full-representation paper (""ሙሉ ውክልና"") but the staff working at mobile banking services is not willing to fix the problem.",1,2023-01-06,Commercial Bank of Ethiopia,Google Play
Verry good,5,2023-01-05,Commercial Bank of Ethiopia,Google Play
በጣም ቀላል እና ለመጠቀም ምቹ የሆነ መተግበሪያ ነው።ብዙ ነገር አቃለለልን። I want to thank the developer of this software!(CBE)🙏namaste,4,2023-01-05,Commercial Bank of Ethiopia,Google Play
This app helped me a lot to pay my kids school payment and my bill.,5,2023-01-05,Commercial Bank of Ethiopia,Google Play
Best app and simple to use,5,2023-01-04,Commercial Bank of Ethiopia,Google Play
Keep it up it .this up is very efficient .,5,2023-01-04,Commercial Bank of Ethiopia,Google Play
Foreign transfer provided by this bank is poor but local service is excellent.,5,2023-01-04,Commercial Bank of Ethiopia,Google Play
Ethiopia,5,2023-01-04,Commercial Bank of Ethiopia,Google Play
Amazing 🤑,5,2023-01-04,Commercial Bank of Ethiopia,Google Play
"Over all Nice app, But I do like to point out a little bit of an issue. The transaction history tab needs a lot of work. It is so sluggish to a point it makes the app crash at times.",4,2023-01-04,Commercial Bank of Ethiopia,Google Play
It is a very good application. It works better than any other applications i came across. I have seen much progress since the first time i started using it. Still it needs some improvement with connectivity issues.,4,2023-01-03,Commercial Bank of Ethiopia,Google Play
I have 6th year job experiance,1,2023-01-03,Commercial Bank of Ethiopia,Google Play
It's the best app so far,5,2023-01-03,Commercial Bank of Ethiopia,Google Play
Easy for use,5,2023-01-02,Commercial Bank of Ethiopia,Google Play
Cool app,5,2023-01-02,Commercial Bank of Ethiopia,Google Play
Am happy to use the app.,5,2023-01-02,Commercial Bank of Ethiopia,Google Play
"I appreciate CBE for letting us enjoy this wonderful app. However, I would like it even more if you could raise the maximum amount to transfer from 25,000 to other banks.",4,2023-01-02,Commercial Bank of Ethiopia,Google Play
በጣም ምቹ ቀልጣፋና ቀላል 👍,5,2023-01-02,Commercial Bank of Ethiopia,Google Play
I like it this one is fast and simple to use,5,2023-01-02,Commercial Bank of Ethiopia,Google Play
The best bank app !!!,5,2023-01-01,Commercial Bank of Ethiopia,Google Play
Good performance,5,2022-12-30,Commercial Bank of Ethiopia,Google Play
The easiest & user friendly mobile banking app so far.,5,2022-12-30,Commercial Bank of Ethiopia,Google Play
Thanks for this application,5,2022-12-29,Commercial Bank of Ethiopia,Google Play
Sometimes I make transactions twice because of repository failed issue Its annoying The app gets too busy it may also be closed when the recent option is clicked. After making a transaction there is a download option but it says can't save the image. Other than this issues the app is user friendly,4,2022-12-29,Commercial Bank of Ethiopia,Google Play
Amazing app,5,2022-12-29,Commercial Bank of Ethiopia,Google Play
Easy to use,1,2022-12-27,Commercial Bank of Ethiopia,Google Play
V nice,5,2022-12-27,Commercial Bank of Ethiopia,Google Play
this is the only best app,5,2022-12-27,Commercial Bank of Ethiopia,Google Play
It is easiest app i ever seen 🤷‍♂️🤷‍♂️,5,2022-12-27,Commercial Bank of Ethiopia,Google Play
Ok,5,2022-12-27,Commercial Bank of Ethiopia,Google Play
Dosn't work in these 3 days,3,2022-12-26,Commercial Bank of Ethiopia,Google Play
I love it,5,2022-12-26,Commercial Bank of Ethiopia,Google Play
It is magnificent App,5,2022-12-26,Commercial Bank of Ethiopia,Google Play
the worst app humans ever created,1,2025-06-09,Bank of Abyssinia,Google Play
it's not working,3,2025-06-05,Bank of Abyssinia,Google Play
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Bank of Abyssinia,Google Play
exceptional,5,2025-06-03,Bank of Abyssinia,Google Play
BoA Mobile good bank,5,2025-06-02,Bank of Abyssinia,Google Play
this is worest app 24/7 loading,1,2025-06-01,Bank of Abyssinia,Google Play
This App is not interest for Android phone Please update it .,1,2025-06-01,Bank of Abyssinia,Google Play
BoA system is confartable,5,2025-06-01,Bank of Abyssinia,Google Play
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Bank of Abyssinia,Google Play
Good service.,3,2025-05-25,Bank of Abyssinia,Google Play
the app crush frequently,1,2025-05-24,Bank of Abyssinia,Google Play
good,5,2025-05-22,Bank of Abyssinia,Google Play
You guys keeps getting worst,1,2025-05-22,Bank of Abyssinia,Google Play
good,5,2025-05-21,Bank of Abyssinia,Google Play
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Bank of Abyssinia,Google Play
BoA,2,2025-05-20,Bank of Abyssinia,Google Play
good,5,2025-05-20,Bank of Abyssinia,Google Play
but not opening on android,4,2025-05-19,Bank of Abyssinia,Google Play
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Bank of Abyssinia,Google Play
amazing,5,2025-05-18,Bank of Abyssinia,Google Play
excellent app,4,2025-05-16,Bank of Abyssinia,Google Play
excellent,5,2025-05-15,Bank of Abyssinia,Google Play
ሞላዬ ከበደ,5,2025-05-14,Bank of Abyssinia,Google Play
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Bank of Abyssinia,Google Play
nice,5,2025-05-10,Bank of Abyssinia,Google Play
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Bank of Abyssinia,Google Play
Best app,5,2025-05-09,Bank of Abyssinia,Google Play
liking this application good 👍,5,2025-05-07,Bank of Abyssinia,Google Play
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Bank of Abyssinia,Google Play
good,5,2025-05-06,Bank of Abyssinia,Google Play
good,5,2025-05-02,Bank of Abyssinia,Google Play
good,4,2025-04-30,Bank of Abyssinia,Google Play
wow,5,2025-04-28,Bank of Abyssinia,Google Play
it's really good 👍,5,2025-04-23,Bank of Abyssinia,Google Play
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Bank of Abyssinia,Google Play
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Bank of Abyssinia,Google Play
Best,2,2025-04-19,Bank of Abyssinia,Google Play
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Bank of Abyssinia,Google Play
yideg,1,2025-04-18,Bank of Abyssinia,Google Play
አይከፍትም እኮ,1,2025-04-17,Bank of Abyssinia,Google Play
great boa,5,2025-04-10,Bank of Abyssinia,Google Play
Best,5,2025-04-10,Bank of Abyssinia,Google Play
boa of mobile backing,5,2025-04-09,Bank of Abyssinia,Google Play
nice,5,2025-04-09,Bank of Abyssinia,Google Play
faster bank of Abissinya,5,2025-04-08,Bank of Abyssinia,Google Play
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Bank of Abyssinia,Google Play
it just doesn't work...so frustrating,1,2025-04-07,Bank of Abyssinia,Google Play
like,5,2025-04-06,Bank of Abyssinia,Google Play
it's not work correctly... you must have update it,1,2025-04-06,Bank of Abyssinia,Google Play
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Bank of Abyssinia,Google Play
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Bank of Abyssinia,Google Play
good but they don't update enough don't add new things,3,2025-04-04,Bank of Abyssinia,Google Play
very good,5,2025-04-03,Bank of Abyssinia,Google Play
thank you,5,2025-04-02,Bank of Abyssinia,Google Play
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Bank of Abyssinia,Google Play
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Bank of Abyssinia,Google Play
good application,5,2025-03-30,Bank of Abyssinia,Google Play
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Bank of Abyssinia,Google Play
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Bank of Abyssinia,Google Play
always problematic hardly works,1,2025-03-26,Bank of Abyssinia,Google Play
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,Bank of Abyssinia,Google Play
best app,5,2025-03-25,Bank of Abyssinia,Google Play
very good,5,2025-03-25,Bank of Abyssinia,Google Play
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Bank of Abyssinia,Google Play
great BoA,5,2025-03-22,Bank of Abyssinia,Google Play
best,5,2025-03-21,Bank of Abyssinia,Google Play
